unit,vehicle,serial_no,description,axle_position,measure_date,pan_size,since
221139,60489,M66020047,POWERED WHEELSET HVP A/B/C (ROT),2,12/03/2017,825.97,631323
221102,60752,M66020001,POWERED WHEELSET HVP A/B/C (ROT),2,02/08/2017,820.41,1240412
221132,60982,B6651.67,POWERED WHEELSET HVP A/B/C (ROT),3,25/03/2017,831.8,792358
221119,60869,B6053.25,POWERED WHEELSET HVP A/B/C (ROT),2,23/06/2017,860.5,102641
221119,60869,B3144.37,POWERED WHEELSET HVP A/B/C (ROT),3,23/06/2017,860.55,102641
221119,60869,B4568.71,TRAILING WHEELSET HVP A/B/C (ROT),1,23/06/2017,860.6,102641
221111,60861,B2431.3,POWERED WHEELSET HVP A/B/C (ROT),2,08/07/2017,852.5,331265
221130,60480,B1722.3,POWERED WHEELSET HVP A/B/C (ROT),3,13/10/2017,849.9,212380
221123,60973,B3144.5,POWERED WHEELSET HVP A/B/C (ROT),2,14/10/2017,805.51,1013259
221138,60388,B3857.4,POWERED WHEELSET HVP A/B/C (ROT),2,17/11/2016,822.82,870519
220008,60408,M66060175G,TRAILING LGUARDWHEELSET B5005  (ROT),1,10/11/2017,780.4,1697
221116,60466,B6372.56,TRAILING WHEELSET HVP A/B/C (ROT),4,10/11/2017,860.47,1921
221116,60766,M66040122,TRAILING WHEELSET HVP A/B/C (ROT),4,10/11/2017,860.47,1921
221136,60786,M66020127,POWERED WHEELSET HVP A/B/C (ROT),2,10/11/2017,860.42,2943
221107,60757,B3857.55,POWERED WHEELSET HVP A/B/C (ROT),3,23/08/2017,834.69,786303
221119,60469,B3144.7,POWERED WHEELSET HVP A/B/C (ROT),2,13/04/2017,860.47,157312
221114,60864,B6053.9,POWERED WHEELSET HVP A/B/C (ROT),2,21/07/2017,860.44,1019577
221114,60864,B6651.38,POWERED WHEELSET HVP A/B/C (ROT),3,21/07/2017,860.63,1025793
221130,60880,M66020118,POWERED WHEELSET HVP A/B/C (ROT),3,21/07/2017,860.81,87470
221134,60484,B5373.47,POWERED WHEELSET HVP A/B/C (ROT),2,18/12/2016,809.08,1118097
221130,60780,M66020031,POWERED WHEELSET HVP A/B/C (ROT),3,12/02/2017,812.53,1142791
221128,60778,B2431.6,POWERED WHEELSET HVP A/B/C (ROT),2,16/12/2016,860.6,253198
221128,60778,B4543.21,POWERED WHEELSET HVP A/B/C (ROT),3,16/12/2016,860.6,253198
221122,60972,B3857.25,POWERED WHEELSET HVP A/B/C (ROT),2,07/10/2016,810.55,1288172
221102,60752,B2431.25,POWERED WHEELSET HVP A/B/C (ROT),3,02/08/2017,827.2,929821
221104,60454,M66020096,POWERED WHEELSET HVP A/B/C (ROT),2,14/10/2017,841.23,506337
221125,60875,B8314.75,POWERED WHEELSET HVP A/B/C (ROT),3,21/12/2016,860.54,243163
221136,60486,B6651.51,POWERED WHEELSET HVP A/B/C (ROT),3,14/03/2017,848.76,1262642
221107,60757,B7635.6,POWERED WHEELSET HVP A/B/C (ROT),2,23/08/2017,840.36,440429
221105,60955,B3857.51,POWERED WHEELSET HVP A/B/C (ROT),2,12/11/2017,843.83,520903
221123,60773,B4543.28,POWERED WHEELSET HVP A/B/C (ROT),2,02/10/2016,832.63,804309
221111,60861,B6053.82,POWERED WHEELSET HVP A/B/C (ROT),3,08/07/2017,852.5,331265
221130,60980,B2431.37,POWERED WHEELSET HVP A/B/C (ROT),2,14/02/2017,831,591758
221111,60461,B3144.3,POWERED WHEELSET HVP A/B/C (ROT),2,31/07/2017,827.85,875608
221124,60974,B6651.35,POWERED WHEELSET HVP A/B/C (ROT),2,07/04/2017,860.49,160898
221107,60457,B8314.16,POWERED WHEELSET HVP A/B/C (ROT),3,04/06/2017,826,938189
221115,60465,B6053.2,POWERED WHEELSET HVP A/B/C (ROT),3,29/05/2017,827.13,866195
221124,60774,B6651.29,POWERED WHEELSET HVP A/B/C (ROT),3,08/10/2016,846.53,750009
221109,60759,M66020109,POWERED WHEELSET HVP A/B/C (ROT),3,22/09/2017,851.6,206228
221139,60889,B5373.19,POWERED WHEELSET HVP A/B/C (ROT),2,20/12/2016,828.16,1179367
221142,60492,M66020086,POWERED WHEELSET HVP A/B/C (ROT),3,04/12/2016,835,752371
221104,60854,B4543.31,POWERED WHEELSET HVP A/B/C (ROT),2,14/10/2017,838.49,854605
221109,60959,M66020048,POWERED WHEELSET HVP A/B/C (ROT),3,15/07/2017,853,335846
221139,60389,M66020104,POWERED WHEELSET HVP A/B/C (ROT),3,22/12/2016,847.93,348056
221116,60366,B5373.22,POWERED WHEELSET HVP A/B/C (ROT),3,13/04/2017,860.3,156341
221112,60362,B7635.10,POWERED WHEELSET HVP A/B/C (ROT),3,17/11/2017,850.09,220967
221136,60386,M66020084,POWERED WHEELSET HVP A/B/C (ROT),2,10/06/2017,820.57,709023
221140,60390,B2431.7,POWERED WHEELSET HVP A/B/C (ROT),2,05/05/2017,849.75,1256527
220009,60309,M66060176,TRAILING LGUARDWHEELSET B5005  (ROT),1,19/05/2017,780.55,129304
221129,60979,B6651.23,POWERED WHEELSET HVP A/B/C (ROT),2,19/05/2017,860.57,1114184
221129,60979,B3857.39,POWERED WHEELSET HVP A/B/C (ROT),3,19/05/2017,860.57,1210506
221132,60382,M66040153,TRAILING WHEELSET HVP A/B/C (ROT),1,19/05/2017,860.59,122361
221132,60482,B3589.32,TRAILING WHEELSET HVP A/B/C (ROT),4,19/05/2017,860.77,124588
221132,60782,B2431.23,POWERED WHEELSET HVP A/B/C (ROT),2,19/05/2017,860.57,1109422
221111,60361,B3857.18,POWERED WHEELSET HVP A/B/C (ROT),2,30/04/2017,809.02,777574
220031,60331,M66060179G,TRAILING LGUARDWHEELSET B5005  (ROT),1,30/10/2017,780.22,4417
221114,60464,B6651.21,POWERED WHEELSET HVP A/B/C (ROT),2,30/10/2017,860.48,10666
221114,60464,M66020126,POWERED WHEELSET HVP A/B/C (ROT),3,30/10/2017,860.55,10666
221122,60372,B3589.41,TRAILING WHEELSET HVP A/B/C (ROT),4,30/10/2017,860.44,#N/A
221122,60772,B7650.34,TRAILING WHEELSET HVP A/B/C (ROT),1,30/10/2017,860.24,6852
221141,60491,M66020125,POWERED WHEELSET HVP A/B/C (ROT),3,30/10/2017,860.38,9492
220001,60701,M66060039G,TRAILING WHEELSET B5005 A/B (ROT),1,02/05/2017,780.7,147053
220014,60214,M66000163R,POWER SANDER WHEELSET B5005  (ROT),2,02/05/2017,780.61,1342792
220014,60214,M66000058,POWER SANDER WHEELSET B5005  (ROT),3,02/05/2017,780.58,144968
220027,60327,E9708.27G,TRAILING WHEELSET B5005 A/B (ROT),4,02/05/2017,780.59,141057
221116,60866,B2431.9,POWERED WHEELSET HVP A/B/C (ROT),2,02/05/2017,860.42,149897
221116,60866,B6053.26,POWERED WHEELSET HVP A/B/C (ROT),3,02/05/2017,860.69,149897
221126,60476,M66040322,TRAILING WHEELSET HVP A/B/C (ROT),1,02/05/2017,860.52,140503
221103,60453,B6053.21,POWERED WHEELSET HVP A/B/C (ROT),3,27/08/2017,843.76,596361
221133,60383,B6651.33,POWERED WHEELSET HVP A/B/C (ROT),3,30/08/2017,848.66,1159594
221129,60879,B6053.62,POWERED WHEELSET HVP A/B/C (ROT),3,02/10/2017,860.64,29933
220033,60433,M66060062,TRAILING LGUARDWHEELSET B5005  (ROT),1,10/02/2017,780.31,203137
221112,60862,B6053.30,POWERED WHEELSET HVP A/B/C (ROT),3,10/02/2017,860.61,211747
221124,60374,B3857.28,POWERED WHEELSET HVP A/B/C (ROT),2,10/02/2017,860.57,1103691
221124,60374,B2431.40,POWERED WHEELSET HVP A/B/C (ROT),3,10/02/2017,860.63,1043723
221130,60880,B6944.68,TRAILING WHEELSET HVP A/B/C (ROT),1,10/02/2017,860.47,212380
221138,60788,M66020082,POWERED WHEELSET HVP A/B/C (ROT),3,04/05/2017,818.56,827061
221141,60791,B2431.32,POWERED WHEELSET HVP A/B/C (ROT),3,23/12/2016,820.25,880485
221113,60763,B4568.26,TRAILING WHEELSET HVP A/B/C (ROT),4,22/11/2016,860.61,283593
221131,60381,B6053.18,POWERED WHEELSET HVP A/B/C (ROT),2,22/11/2016,860.75,261321
221131,60381,M66020056,POWERED WHEELSET HVP A/B/C (ROT),3,22/11/2016,860.61,262949
221107,60357,M66020115,POWERED WHEELSET HVP A/B/C (ROT),2,06/03/2017,860.64,1102892
221120,60870,B6053.57,POWERED WHEELSET HVP A/B/C (ROT),3,16/01/2017,860.51,1218099
221139,60789,M66020037,POWERED WHEELSET HVP A/B/C (ROT),3,16/01/2017,860.42,1121279
221136,60486,B7635.17,POWERED WHEELSET HVP A/B/C (ROT),2,14/03/2017,848.4,1389082
221134,60984,B5373.10,POWERED WHEELSET HVP A/B/C (ROT),3,23/04/2017,817.16,1040772
221116,60966,B6651.34,POWERED WHEELSET HVP A/B/C (ROT),2,18/07/2016,810.45,1332127
221120,60370,B8314.64,POWERED WHEELSET HVP A/B/C (ROT),3,18/09/2017,840.07,1209313
220001,60201,E9708.70,TRAILING WHEELSET B5005 A/B (ROT),4,31/07/2017,780.48,64036
220003,60703,M66000202R,POWER WHEELSET B5005  (ROT),2,31/07/2017,780.7,70225
220012,60412,E9709.52G,TRAILING LGUARDWHEELSET B5005  (ROT),1,31/07/2017,780.53,78419
220015,60415,M66000189R,POWER SANDER WHEELSET B5005  (ROT),3,31/07/2017,780.6,83094
221102,60952,B6651.75,POWERED WHEELSET HVP A/B/C (ROT),2,31/07/2017,860.73,81638
221102,60952,B6651.40,POWERED WHEELSET HVP A/B/C (ROT),3,31/07/2017,860.54,81638
221128,60978,B3589.30,TRAILING WHEELSET HVP A/B/C (ROT),4,31/07/2017,860.73,77304
221131,60781,M66040131,TRAILING WHEELSET HVP A/B/C (ROT),1,31/07/2017,860.54,74313
221126,60776,B6651.55,POWERED WHEELSET HVP A/B/C (ROT),3,18/10/2017,822.2,1134400
221142,60992,B7635.24,POWERED WHEELSET HVP A/B/C (ROT),3,25/09/2017,823,1173002
221105,60355,M66040050,TRAILING WHEELSET HVP A/B/C (ROT),1,04/08/2017,860.62,79115
221128,60878,M66040140,TRAILING WHEELSET HVP A/B/C (ROT),1,04/08/2017,860.58,78355
221137,60387,M66020061,POWERED WHEELSET HVP A/B/C (ROT),2,04/08/2017,860.63,73216
221137,60387,B4543.22,POWERED WHEELSET HVP A/B/C (ROT),3,04/08/2017,860.72,73216
221110,60460,M66020087,POWERED WHEELSET HVP A/B/C (ROT),3,02/07/2017,831.11,714774
221133,60383,B2431.19,POWERED WHEELSET HVP A/B/C (ROT),2,30/08/2017,847.19,298350
221135,60785,M66020085,POWERED WHEELSET HVP A/B/C (ROT),3,30/03/2017,819.91,754719
221140,60390,B6651.31,POWERED WHEELSET HVP A/B/C (ROT),3,05/05/2017,847.84,1244918
221115,60965,B2431.63,POWERED WHEELSET HVP A/B/C (ROT),3,29/05/2017,852.1,383705
221138,60788,M66020081,POWERED WHEELSET HVP A/B/C (ROT),2,04/05/2017,818.39,827061
221106,60956,M66020027,POWERED WHEELSET HVP A/B/C (ROT),2,16/01/2017,848.4,482499
221113,60863,B8314.17,POWERED WHEELSET HVP A/B/C (ROT),3,02/10/2016,817.49,1279662
221106,60956,B2431.8,POWERED WHEELSET HVP A/B/C (ROT),3,16/01/2017,847.09,482499
221137,60987,B2431.15,POWERED WHEELSET HVP A/B/C (ROT),3,15/06/2017,840.46,742474
221135,60485,M66020045,POWERED WHEELSET HVP A/B/C (ROT),3,14/11/2017,836.28,558250
221109,60859,B6651.20,POWERED WHEELSET HVP A/B/C (ROT),3,24/03/2017,860.84,1100174
221133,60483,B2431.73,POWERED WHEELSET HVP A/B/C (ROT),3,30/05/2017,852.25,353924
221101,60351,B6053.60,POWERED WHEELSET HVP A/B/C (ROT),3,03/09/2017,839,607369
221122,60872,B2431.76,POWERED WHEELSET HVP A/B/C (ROT),2,10/02/2017,816.78,1124715
221138,60988,B3144.12,POWERED WHEELSET HVP A/B/C (ROT),2,11/05/2017,837.05,770983
221103,60753,B8314.4,POWERED WHEELSET HVP A/B/C (ROT),3,23/07/2017,850,337648
221114,60364,B6053.41,POWERED WHEELSET HVP A/B/C (ROT),2,01/07/2017,814.53,1171988
221103,60953,B5373.50,POWERED WHEELSET HVP A/B/C (ROT),3,28/05/2017,837.31,619047
221130,60780,B6651.71,POWERED WHEELSET HVP A/B/C (ROT),2,12/02/2017,818.32,1142791
221105,60355,B6651.12,POWERED WHEELSET HVP A/B/C (ROT),2,06/08/2017,824.69,1001739
221138,60888,B1722.19,POWERED WHEELSET HVP A/B/C (ROT),3,04/05/2017,842.25,1196999
221107,60357,B2431.18,POWERED WHEELSET HVP A/B/C (ROT),3,06/03/2017,861,988006
220012,60212,M66000232R,POWER WHEELSET B5005  (ROT),2,20/02/2017,780.48,203565
220012,60212,M66000231R,POWER WHEELSET B5005  (ROT),3,20/02/2017,780.56,203565
221143,60793,B3857.52,POWERED WHEELSET HVP A/B/C (ROT),2,20/02/2017,860.45,201274
221143,60793,M66020065,POWERED WHEELSET HVP A/B/C (ROT),3,20/02/2017,860.57,1157625
221125,60875,B6651.7,POWERED WHEELSET HVP A/B/C (ROT),2,19/12/2016,860.53,243163
221133,60883,B1722.16,POWERED WHEELSET HVP A/B/C (ROT),2,01/12/2016,849.34,526959
221144,60990,M66020098,POWERED WHEELSET HVP A/B/C (ROT),2,26/07/2017,829.7,421507
221141,60991,M66020041,POWERED WHEELSET HVP A/B/C (ROT),3,03/11/2016,820.2,1161059
221123,60473,B6053.35,POWERED WHEELSET HVP A/B/C (ROT),2,10/07/2017,823.29,584143
221133,60483,B3857.10,POWERED WHEELSET HVP A/B/C (ROT),2,30/05/2017,851.71,1115503
221105,60455,M66020101,POWERED WHEELSET HVP A/B/C (ROT),3,21/05/2017,850,399964
221102,60852,B6651.4,POWERED WHEELSET HVP A/B/C (ROT),2,30/07/2017,851,1164116
221101,60851,B3857.50,POWERED WHEELSET HVP A/B/C (ROT),3,20/08/2017,817.59,1195845
221111,60361,M66020059,POWERED WHEELSET HVP A/B/C (ROT),3,08/08/2016,816.89,1277665
221109,60759,B3857.35,POWERED WHEELSET HVP A/B/C (ROT),2,22/09/2017,851.52,206228
221143,60493,B7635.5,POWERED WHEELSET HVP A/B/C (ROT),3,26/04/2016,821.27,1274629
221143,60393,B5373.11,POWERED WHEELSET HVP A/B/C (ROT),3,05/11/2017,851.39,1284285
221110,60360,B7635.12,POWERED WHEELSET HVP A/B/C (ROT),3,07/07/2017,822.19,954678
221118,60768,B4543.29,POWERED WHEELSET HVP A/B/C (ROT),2,11/06/2017,841.44,1320352
221104,60954,B6053.1,POWERED WHEELSET HVP A/B/C (ROT),3,24/07/2017,853.93,939394
221109,60459,B3144.34,POWERED WHEELSET HVP A/B/C (ROT),3,05/10/2016,818.5,1132829
221110,60460,M66020088,POWERED WHEELSET HVP A/B/C (ROT),2,02/07/2017,835.66,714774
221120,60470,B8314.14,POWERED WHEELSET HVP A/B/C (ROT),2,13/06/2017,818.56,853050
221115,60765,B3144.22,POWERED WHEELSET HVP A/B/C (ROT),3,06/03/2017,860.4,203791
221102,60352,B3144.17,POWERED WHEELSET HVP A/B/C (ROT),2,02/05/2017,851.71,1211888
221108,60758,M66020103,POWERED WHEELSET HVP A/B/C (ROT),2,14/05/2017,852.79,387568
221135,60985,B3857.15,POWERED WHEELSET HVP A/B/C (ROT),2,13/05/2017,850.94,355304
221130,60380,M66020055,POWERED WHEELSET HVP A/B/C (ROT),3,11/02/2017,844.61,351081
221134,60884,B6053.44,POWERED WHEELSET HVP A/B/C (ROT),2,21/03/2017,817.15,765903
221120,60470,B3857.34,POWERED WHEELSET HVP A/B/C (ROT),3,13/06/2017,813.28,628843
221108,60958,B6053.32,POWERED WHEELSET HVP A/B/C (ROT),3,14/05/2017,852.69,497909
221107,60957,M66020110,POWERED WHEELSET HVP A/B/C (ROT),2,08/09/2017,851.28,205658
221135,60385,B3857.31,POWERED WHEELSET HVP A/B/C (ROT),2,29/06/2017,813.69,1265619
221128,60378,B2431.5,POWERED WHEELSET HVP A/B/C (ROT),3,05/06/2017,848.53,538208
221108,60758,B4543.20,POWERED WHEELSET HVP A/B/C (ROT),3,14/05/2017,855.41,387568
221141,60991,B2431.28,POWERED WHEELSET HVP A/B/C (ROT),2,03/11/2016,822.2,1201286
221136,60386,B6651.2,POWERED WHEELSET HVP A/B/C (ROT),3,10/06/2017,815.38,709023
221113,60463,B3857.46,POWERED WHEELSET HVP A/B/C (ROT),2,05/03/2017,852.15,497525
221118,60468,M66020111,POWERED WHEELSET HVP A/B/C (ROT),2,24/09/2017,854.19,226699
221118,60968,B8314.18,POWERED WHEELSET HVP A/B/C (ROT),3,23/04/2017,821.53,832677
221144,60494,B2431.30,POWERED WHEELSET HVP A/B/C (ROT),2,06/10/2017,860.45,5834
221144,60494,B6651.3,POWERED WHEELSET HVP A/B/C (ROT),3,06/10/2017,860.57,5834
221142,60986,M66020083,POWERED WHEELSET HVP A/B/C (ROT),2,23/11/2016,835.32,815268
221101,60851,B6651.18,POWERED WHEELSET HVP A/B/C (ROT),2,20/08/2017,823.41,1195845
221106,60756,M66020089,POWERED WHEELSET HVP A/B/C (ROT),3,17/04/2017,832.89,668369
221118,60768,B3857.12,POWERED WHEELSET HVP A/B/C (ROT),3,11/06/2017,842.97,1276422
221134,60384,B3857.38,POWERED WHEELSET HVP A/B/C (ROT),3,13/03/2017,824.33,669986
221126,60976,M66020074,POWERED WHEELSET HVP A/B/C (ROT),3,23/07/2016,831.28,1108385
221144,60794,B6651.57,POWERED WHEELSET HVP A/B/C (ROT),3,01/02/2017,810,1085510
221109,60359,B6053.6,POWERED WHEELSET HVP A/B/C (ROT),2,28/07/2017,845.95,176979
221114,60364,B7635.18,POWERED WHEELSET HVP A/B/C (ROT),3,01/07/2017,811.65,1177250
221126,60976,M66020036,POWERED WHEELSET HVP A/B/C (ROT),2,23/07/2016,829.74,1108385
220015,60415,M66000338RG,POWER WHEELSET B5005  (ROT),2,25/07/2017,780.72,83094
220031,60231,E9708.73,TRAILING WHEELSET B5005 A/B (ROT),1,25/07/2017,780.6,64354
220031,60331,M66000339RG,POWER WHEELSET B5005  (ROT),2,25/07/2017,780.7,82084
221104,60354,M66020062,POWERED WHEELSET HVP A/B/C (ROT),2,25/07/2017,860.68,892848
221129,60779,M66020121,POWERED WHEELSET HVP A/B/C (ROT),2,25/07/2017,860.07,67581
221143,60493,B2431.29,POWERED WHEELSET HVP A/B/C (ROT),2,26/10/2016,817.66,1113044
221109,60859,B2431.48,POWERED WHEELSET HVP A/B/C (ROT),2,13/03/2017,860.41,1200917
221133,60883,M66020094,POWERED WHEELSET HVP A/B/C (ROT),3,01/12/2016,848.88,526959
220007,60407,M66060247G,TRAILING LGUARDWHEELSET B5005  (ROT),1,15/09/2017,780.46,28958
221103,60753,M66040183,TRAILING WHEELSET HVP A/B/C (ROT),1,15/09/2017,860.54,46112
221105,60755,B6053.43,POWERED WHEELSET HVP A/B/C (ROT),2,15/09/2017,860.48,854376
221122,60372,B2431.27,POWERED WHEELSET HVP A/B/C (ROT),2,15/09/2017,860.51,35060
221122,60372,M66020029,POWERED WHEELSET HVP A/B/C (ROT),3,15/09/2017,860.51,35060
221126,60376,M66040134,TRAILING WHEELSET HVP A/B/C (ROT),4,15/09/2017,860.28,40207
221103,60753,M66020106,POWERED WHEELSET HVP A/B/C (ROT),2,23/07/2017,853,337648
221127,60877,B5373.18,POWERED WHEELSET HVP A/B/C (ROT),2,04/10/2016,816.28,1228426
220003,60203,M66000317RG,POWER WHEELSET B5005  (ROT),3,20/03/2017,780.87,177276
220003,60303,M66000211R,POWER WHEELSET B5005  (ROT),2,20/03/2017,780.3,177276
220003,60303,M66000183R,POWER SANDER WHEELSET B5005  (ROT),3,20/03/2017,780.23,177276
220003,60403,M66000220R,POWER WHEELSET B5005  (ROT),2,20/03/2017,780.57,1075840
220003,60403,M66000316RG,POWER SANDER WHEELSET B5005  (ROT),3,20/03/2017,780.32,176331
221109,60859,M66040320,TRAILING WHEELSET HVP A/B/C (ROT),4,20/03/2017,860.78,180106
221136,60886,B3857.9,POWERED WHEELSET HVP A/B/C (ROT),2,20/03/2017,860.72,178932
221136,60886,B1722.39,POWERED WHEELSET HVP A/B/C (ROT),3,20/03/2017,860.69,178932
221127,60777,M66020102,POWERED WHEELSET HVP A/B/C (ROT),3,09/06/2017,851.41,369803
221125,60975,B3144.26,POWERED WHEELSET HVP A/B/C (ROT),2,30/06/2017,860.58,98514
221125,60975,B2431.85,POWERED WHEELSET HVP A/B/C (ROT),3,30/06/2017,860.61,98514
221105,60455,B4543.18,POWERED WHEELSET HVP A/B/C (ROT),2,21/05/2017,850,1258599
221108,60458,B2431.10,POWERED WHEELSET HVP A/B/C (ROT),3,11/01/2017,809.49,1208816
221141,60791,M66020072,POWERED WHEELSET HVP A/B/C (ROT),2,23/12/2016,813.24,1111669
220028,60328,M66060124,TRAILING LGUARDWHEELSET B5005  (ROT),1,31/03/2017,780.82,171499
220029,60729,M66060234G,TRAILING WHEELSET B5005 A/B (ROT),4,31/03/2017,780.44,158987
221125,60475,B6053.17,POWERED WHEELSET HVP A/B/C (ROT),2,31/03/2017,860,1118905
221125,60475,B3589.22,TRAILING WHEELSET HVP A/B/C (ROT),1,31/03/2017,860.45,171027
221125,60975,M66040219,TRAILING WHEELSET HVP A/B/C (ROT),1,31/03/2017,860.33,171027
221121,60971,F9686.3,POWERED WHEELSET HVP A/B/C (ROT),3,24/06/2017,816.23,1335024
221115,60765,M66020116,POWERED WHEELSET HVP A/B/C (ROT),2,06/03/2017,860.64,203791
221106,60356,B1722.38,POWERED WHEELSET HVP A/B/C (ROT),2,02/04/2017,816.99,1256597
221106,60356,M66020070,POWERED WHEELSET HVP A/B/C (ROT),3,02/04/2017,814.83,1239598
221123,60873,M66020105,POWERED WHEELSET HVP A/B/C (ROT),3,09/09/2016,860.8,334616
221123,60973,B3857.49,POWERED WHEELSET HVP A/B/C (ROT),3,14/10/2017,810.37,1003694
221118,60468,M66020058,POWERED WHEELSET HVP A/B/C (ROT),3,24/09/2017,853.51,226699
221118,60868,M66020092,POWERED WHEELSET HVP A/B/C (ROT),2,25/06/2017,841.21,607111
221144,60394,B6651.28,POWERED WHEELSET HVP A/B/C (ROT),2,28/09/2016,834.48,1024696
221144,60990,M66020011,POWERED WHEELSET HVP A/B/C (ROT),3,26/07/2017,831,421507
221101,60751,B6651.81,POWERED WHEELSET HVP A/B/C (ROT),3,12/02/2017,826.83,945515
221125,60775,B7635.28,POWERED WHEELSET HVP A/B/C (ROT),2,22/10/2017,835.92,1204924
221127,60877,B7635.14,POWERED WHEELSET HVP A/B/C (ROT),3,04/10/2016,818.56,1228426
221138,60888,B6053.24,POWERED WHEELSET HVP A/B/C (ROT),2,04/05/2017,849.81,1196999
221121,60971,B6651.17,POWERED WHEELSET HVP A/B/C (ROT),2,24/06/2017,811.25,1335024
221141,60391,M66020099,POWERED WHEELSET HVP A/B/C (ROT),2,04/08/2017,836.01,405730
221118,60968,B7635.27,POWERED WHEELSET HVP A/B/C (ROT),2,27/11/2016,820,1192502
221123,60473,B7635.8,POWERED WHEELSET HVP A/B/C (ROT),3,10/07/2017,825.43,584143
221104,60754,B2431.43,POWERED WHEELSET HVP A/B/C (ROT),2,24/07/2017,852.05,286085
221122,60472,B2431.80,POWERED WHEELSET HVP A/B/C (ROT),2,05/07/2017,850.45,1260418
221126,60776,B5373.33,POWERED WHEELSET HVP A/B/C (ROT),2,18/10/2017,822.26,1134400
221137,60987,M66020044,POWERED WHEELSET HVP A/B/C (ROT),2,15/06/2017,839.82,742474
221134,60884,B3144.39,POWERED WHEELSET HVP A/B/C (ROT),3,21/03/2017,821.48,1164162
221109,60359,B6053.52,POWERED WHEELSET HVP A/B/C (ROT),3,28/07/2017,845.48,1167654
221120,60770,B5373.27,POWERED WHEELSET HVP A/B/C (ROT),2,17/01/2017,853.98,225127
221115,60465,M66020078,POWERED WHEELSET HVP A/B/C (ROT),2,29/05/2017,825.03,1103799
221127,60377,B2431.81,POWERED WHEELSET HVP A/B/C (ROT),3,17/03/2017,860.63,1131415
221135,60485,M66020095,POWERED WHEELSET HVP A/B/C (ROT),2,30/03/2017,841.91,528531
221120,60370,B4543.23,POWERED WHEELSET HVP A/B/C (ROT),2,18/09/2017,840.13,1210934
221113,60763,M66020080,POWERED WHEELSET HVP A/B/C (ROT),3,25/08/2017,818,936910
221130,60380,B6651.68,POWERED WHEELSET HVP A/B/C (ROT),2,11/02/2017,845.13,352132
221134,60484,B8314.5,POWERED WHEELSET HVP A/B/C (ROT),3,01/11/2017,811.41,1188756
221119,60969,M66020010,POWERED WHEELSET HVP A/B/C (ROT),3,03/11/2017,835.06,273840
221135,60385,B8314.6,POWERED WHEELSET HVP A/B/C (ROT),3,29/06/2017,809.27,1303410
221116,60466,B6053.67,POWERED WHEELSET HVP A/B/C (ROT),3,19/03/2017,850.86,1108950
221142,60986,B6651.58,POWERED WHEELSET HVP A/B/C (ROT),3,23/11/2016,835.19,1273761
221138,60488,B6651.27,POWERED WHEELSET HVP A/B/C (ROT),2,18/09/2017,806.67,1398317.67
221122,60772,F9686.48,POWERED WHEELSET HVP A/B/C (ROT),2,07/08/2017,860.52,64239
221130,60480,M66020114,POWERED WHEELSET HVP A/B/C (ROT),2,13/10/2017,849.38,212380
221107,60957,B1138.67,TRAILING WHEELSET HVP A/B/C (ROT),1,13/01/2017,860.47,208733
221120,60370,B6944.67,TRAILING WHEELSET HVP A/B/C (ROT),4,13/01/2017,860.5,225127
221124,60874,B3857.53,POWERED WHEELSET HVP A/B/C (ROT),3,13/01/2017,860.48,1015707
221131,60381,M66040199,TRAILING WHEELSET HVP A/B/C (ROT),1,13/01/2017,860.58,223943
221110,60760,B2431.58,POWERED WHEELSET HVP A/B/C (ROT),3,19/03/2017,848,610582
221135,60785,B2431.50,POWERED WHEELSET HVP A/B/C (ROT),2,30/03/2017,817.79,939410
221141,60391,B5373.7,POWERED WHEELSET HVP A/B/C (ROT),3,04/08/2017,836.35,405730
221134,60984,B2431.41,POWERED WHEELSET HVP A/B/C (ROT),2,23/04/2017,822.33,1040772
221128,60878,B6053.45,POWERED WHEELSET HVP A/B/C (ROT),2,19/06/2017,818.16,1304418
221138,60488,M66020076,POWERED WHEELSET HVP A/B/C (ROT),3,15/11/2016,809.28,1086316
221139,60389,B6651.62,POWERED WHEELSET HVP A/B/C (ROT),2,22/12/2016,851.32,1011685
221113,60763,B2431.62,POWERED WHEELSET HVP A/B/C (ROT),2,25/08/2017,818.89,791860
221143,60993,B5373.26,POWERED WHEELSET HVP A/B/C (ROT),3,26/09/2016,814.55,1335980
220005,60205,E9708.05G,TRAILING WHEELSET B5005 A/B (ROT),4,05/05/2017,780.5,146736
221114,60764,B6053.64,POWERED WHEELSET HVP A/B/C (ROT),3,05/05/2017,860.43,1115506
221117,60367,B3589.86,TRAILING WHEELSET HVP A/B/C (ROT),1,05/05/2017,860.53,157924
221120,60770,B3144.35,POWERED WHEELSET HVP A/B/C (ROT),3,17/01/2017,848.7,515755
221108,60358,M66020046,POWERED WHEELSET HVP A/B/C (ROT),2,16/04/2017,844.68,497909
221122,60972,B6651.59,POWERED WHEELSET HVP A/B/C (ROT),3,07/10/2016,815.06,1288172
221143,60393,B1722.20,POWERED WHEELSET HVP A/B/C (ROT),2,05/11/2017,850.99,1169400
220006,60306,M66000085,POWER WHEELSET B5005  (ROT),2,17/02/2017,780.53,834826
221112,60862,B6053.12,POWERED WHEELSET HVP A/B/C (ROT),2,17/02/2017,860.51,1176706
221143,60993,B1138.84,TRAILING WHEELSET HVP A/B/C (ROT),4,17/02/2017,860.44,201274
